,year,oid,is_buffer,treatment_type,project_type,area,mean_esi_pre,mean_esi_post,mean_et_pre,mean_et_post,mean_wue_pre,mean_wue_post,mean_lst_eco_pre,mean_lst_eco_post,mean_lst_modis_pre,mean_lst_modis_post,total_pixels_modis,non-fire_pre,non-fire_post,fire_low_pre,fire_low_post,fire_nominal_pre,fire_nominal_post,fire_high_pre,fire_high_post,total_days_modis_pre,total_days_modis_post
534,2015,2870,Treatment,Chemical,Tebuthiuron,27067360.13713285,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
535,2015,2870,Buffer,Chemical,Tebuthiuron,27067360.13713285,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
537,2016,2872,Treatment,Chemical,Clopyralid (Reclaim),10818249.577142509,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
538,2016,2872,Buffer,Chemical,Clopyralid (Reclaim),10818249.577142509,,,,,,,,,,,4,137.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
540,2016,2882,Treatment,Chemical,Tebuthiuron,6818031.87949132,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
541,2016,2882,Buffer,Chemical,Tebuthiuron,6818031.87949132,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
542,2015,2883,Treatment,Chemical,Tebuthiuron,3754218.6187115954,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
543,2015,2883,Buffer,Chemical,Tebuthiuron,3754218.6187115954,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
545,2016,2908,Treatment,Fire,Prescribed Fire,3461925.6408709646,,,,,,,,,,,3,79.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
546,2016,2908,Buffer,Fire,Prescribed Fire,3461925.6408709646,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
547,2016,2910,Treatment,Chemical,Tebuthiuron,1477325.4251562215,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
548,2016,2910,Buffer,Chemical,Tebuthiuron,1477325.4251562215,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
549,2014,2926,Treatment,Physical,Clopyralid,19093160.17152203,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
550,2014,2926,Buffer,Physical,Clopyralid,19093160.17152203,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
551,2016,2940,Treatment,Chemical,Clopyralid,12563703.842371952,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
552,2016,2940,Buffer,Chemical,Clopyralid,12563703.842371952,,,,,,,,,,,15,300.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
553,2016,2944,Treatment,Physical,Clopyralid,8839248.985413002,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
554,2016,2944,Buffer,Physical,Clopyralid,8839248.985413002,,,,,,,,,,,19,378.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
555,2016,2945,Treatment,Chemical,needs input,17201318.304808006,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
556,2016,2945,Buffer,Chemical,needs input,17201318.304808006,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
558,2016,2953,Treatment,Chemical,Tebuthiuron,2273957.189772039,,,,,,,,,,,10,199.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
559,2016,2953,Buffer,Chemical,Tebuthiuron,2273957.189772039,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
560,2016,2955,Treatment,Chemical,Clopyralid (Reclaim),4623624.713517628,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
561,2016,2955,Buffer,Chemical,Clopyralid (Reclaim),4623624.713517628,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
563,2016,2967,Treatment,Chemical,Triclopy,17718213.914976344,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
564,2016,2967,Buffer,Chemical,Triclopy,17718213.914976344,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
565,2016,2977,Treatment,Fire,Broadcast Burn,177480.42291844037,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
566,2016,2977,Buffer,Fire,Broadcast Burn,177480.42291844037,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
568,2016,3005,Treatment,Physical,thin,691394.1045651695,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
569,2016,3005,Buffer,Physical,thin,691394.1045651695,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
570,2015,3017,Treatment,Fire,Broadcast Burning - Covers a majority of the unit,636895.501169334,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
571,2015,3017,Buffer,Fire,Broadcast Burning - Covers a majority of the unit,636895.501169334,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
573,2017,3034,Treatment,Physical,"Salvage Cut (intermediate treatment, not regeneration)",377577.18571242207,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
574,2017,3034,Buffer,Physical,"Salvage Cut (intermediate treatment, not regeneration)",377577.18571242207,,,,,,,,,,,14,280.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
575,2014,3035,Treatment,Fire,Broadcast Burning - Covers a majority of the unit,246194.6602242413,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
576,2014,3035,Buffer,Fire,Broadcast Burning - Covers a majority of the unit,246194.6602242413,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
577,2014,3049,Treatment,Physical,"Rearrangement of Fuels , Range Cover Manipulation",376912.299568342,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
578,2014,3049,Buffer,Physical,"Rearrangement of Fuels , Range Cover Manipulation",376912.299568342,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
579,2015,3050,Treatment,Physical,"Precommercial Thin , Thinning for Hazardous Fuels Reduction",762064.7623687577,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
580,2015,3050,Buffer,Physical,"Precommercial Thin , Thinning for Hazardous Fuels Reduction",762064.7623687577,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
581,2016,3056,Treatment,Fire,Burning of Piled Material,485726.6497809527,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
582,2016,3056,Buffer,Fire,Burning of Piled Material,485726.6497809527,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
583,2017,3079,Treatment,Physical,"Group Selection Cut (UA/RH/FH) , Pollinator habitat improved, restored or maintained",1166776.059628592,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
584,2017,3079,Buffer,Physical,"Group Selection Cut (UA/RH/FH) , Pollinator habitat improved, restored or maintained",1166776.059628592,,,,,,,,,,,14,280.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
585,2014,3084,Treatment,Physical,Thinning for Hazardous Fuels Reduction,114184.05646860389,,,,,,,,,,,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
586,2014,3084,Buffer,Physical,Thinning for Hazardous Fuels Reduction,114184.05646860389,,,,,,,,,,,7,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
587,2017,3098,Treatment,Fire,Broadcast Burning - Covers a majority of the unit,209263.27624345332,,,,,,,,,,,41,820.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
588,2017,3098,Buffer,Fire,Broadcast Burning - Covers a majority of the unit,209263.27624345332,,,,,,,,,,,69,1380.0,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
589,2015,3105,Treatment,Physical,Invasives - Mechanical /Physical,227721.6752650704,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
590,2015,3105,Buffer,Physical,Invasives - Mechanical /Physical,227721.6752650704,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
593,2015,3117,Treatment,Physical,Extraction/Mastication,125605.85447536116,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
594,2015,3117,Buffer,Physical,Extraction/Mastication,125605.85447536116,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
595,2014,3123,Treatment,Physical,Extraction/Mastication,41344.811697369536,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
596,2014,3123,Buffer,Physical,Extraction/Mastication,41344.811697369536,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
597,2014,3124,Treatment,Physical,Extraction/Mastication,73908.4409900651,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
598,2014,3124,Buffer,Physical,Extraction/Mastication,73908.4409900651,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
599,2015,3129,Treatment,Physical,Hand Crew/Mechanical/Chip/Masticate,16094.636569617544,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
600,2015,3129,Buffer,Physical,Hand Crew/Mechanical/Chip/Masticate,16094.636569617544,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
603,2017,3140,Treatment,Physical,Extraction/Mastication,88251.91230283245,,,,,,,,,,,3,59.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
604,2017,3140,Buffer,Physical,Extraction/Mastication,88251.91230283245,,,,,,,,,,,10,197.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
606,2017,3165,Treatment,Physical,Extraction/Mastication,1262283.9797019942,,,,,,,,,,,5,97.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
607,2017,3165,Buffer,Physical,Extraction/Mastication,1262283.9797019942,,,,,,,,,,,8,154.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
608,2014,3174,Treatment,Physical,needs input,60838.61644439804,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
609,2014,3174,Buffer,Physical,needs input,60838.61644439804,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
610,2016,3181,Treatment,"Physical, Chemical",Cut-stump spray/Chip,271938.29559483984,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
611,2016,3181,Buffer,"Physical, Chemical",Cut-stump spray/Chip,271938.29559483984,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
612,2015,3191,Treatment,"Physical, Chemical",extraction/cut stump herbicide,298794.67387245235,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
613,2015,3191,Buffer,"Physical, Chemical",extraction/cut stump herbicide,298794.67387245235,,,,,,,,,,,0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
614,2016,3192,Treatment,Physical,Extraction/Mastication,35058.535569542975,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
615,2016,3192,Buffer,Physical,Extraction/Mastication,35058.535569542975,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
616,2016,3193,Treatment,Physical,needs input,144401.04428706414,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
617,2016,3193,Buffer,Physical,needs input,144401.04428706414,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
618,2017,3206,Treatment,Physical,"Forest Health Thinning, Forest Stand Improvement, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk, Tree Felling and Removal",69990.9590400383,,,,,,,,,,,5,97.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
619,2017,3206,Buffer,Physical,"Forest Health Thinning, Forest Stand Improvement, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk, Tree Felling and Removal",69990.9590400383,,,,,,,,,,,7,136.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
620,2017,3211,Treatment,Physical,"Forest Health Thinning, Forest Stand Improvement, Fuel Break, Hazardous Fuel Reduction Around Community at Risk",119490.9810516137,,,,,,,,,,,0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
621,2017,3211,Buffer,Physical,"Forest Health Thinning, Forest Stand Improvement, Fuel Break, Hazardous Fuel Reduction Around Community at Risk",119490.9810516137,,,,,,,,,,,8,155.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
623,2017,3219,Treatment,Physical,Fuel Break,18326.77880035836,,,,,,,,,,,6,117.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
624,2017,3219,Buffer,Physical,Fuel Break,18326.77880035836,,,,,,,,,,,12,234.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
626,2017,3226,Treatment,Fire,Prescribed Burn,280872.5538885299,,,,,,,,,,,4,79.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
627,2017,3226,Buffer,Fire,Prescribed Burn,280872.5538885299,,,,,,,,,,,12,237.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
628,2017,3227,Treatment,Fire,Prescribed Burn,841105.5171159875,,,,,,,,,,,2,39.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
629,2017,3227,Buffer,Fire,Prescribed Burn,841105.5171159875,,,,,,,,,,,6,117.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
630,2017,3229,Treatment,Fire,Prescribed Burn,493196.5474207997,,,,,,,,,,,4,79.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
631,2017,3229,Buffer,Fire,Prescribed Burn,493196.5474207997,,,,,,,,,,,12,238.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
633,2017,3234,Treatment,Physical,"Forest Health Thinning, Lop and Scatter",1801790.5618390883,,,,,,,,,,,7,139.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
634,2017,3234,Buffer,Physical,"Forest Health Thinning, Lop and Scatter",1801790.5618390883,,,,,,,,,,,11,217.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
635,2017,3237,Treatment,Physical,"Forest Health Thinning, Forest Stand Improvement, Lop and Scatter",555720.5286490037,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
636,2017,3237,Buffer,Physical,"Forest Health Thinning, Forest Stand Improvement, Lop and Scatter",555720.5286490037,,,,,,,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
637,2017,3240,Treatment,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Mastication",184088.8283674091,,,,,,,,,,,16,320.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
638,2017,3240,Buffer,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Mastication",184088.8283674091,,,,,,,,,,,24,480.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
639,2017,3241,Treatment,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Mastication",81453.11450641222,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
640,2017,3241,Buffer,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Mastication",81453.11450641222,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
641,2017,3245,Treatment,Physical,Forest Health Thinning,105342.9531283495,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
642,2017,3245,Buffer,Physical,Forest Health Thinning,105342.9531283495,,,,,,,,,,,11,220.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
643,2017,3248,Treatment,Physical,"Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Mastication, Stump and Spray",87253.87656049193,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
644,2017,3248,Buffer,Physical,"Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Mastication, Stump and Spray",87253.87656049193,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
645,2017,3278,Treatment,Physical,Haz Fuels Reduction,193218.4524394632,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
646,2017,3278,Buffer,Physical,Haz Fuels Reduction,193218.4524394632,,,,,,,,,,,14,280.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
647,2017,3283,Treatment,Physical,"Thinning, Skid, And Deck",502391.928602566,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
648,2017,3283,Buffer,Physical,"Thinning, Skid, And Deck",502391.928602566,,,,,,,,,,,15,300.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
650,2017,3295,Treatment,Physical,Thinning And Pile,162505.73718204285,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
651,2017,3295,Buffer,Physical,Thinning And Pile,162505.73718204285,,,,,,,,,,,9,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0
652,2017,3311,Treatment,Physical,Thinning,1442.391220656543,,,,,,,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
653,2017,3311,Buffer,Physical,Thinning,1442.391220656543,,,,,,,,,,,17,340.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
654,2017,3313,Treatment,Physical,Thinning,14785.503941782748,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
655,2017,3313,Buffer,Physical,Thinning,14785.503941782748,,,,,,,,,,,13,259.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
656,2017,3322,Treatment,Physical,Thinning,19798.399545018703,,,,,,,,,,,5,95.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
657,2017,3322,Buffer,Physical,Thinning,19798.399545018703,,,,,,,,,,,11,212.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
658,2017,3329,Treatment,Physical,Thinning,13928.703783741355,,,,,,,,,,,4,78.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
659,2017,3329,Buffer,Physical,Thinning,13928.703783741355,,,,,,,,,,,11,216.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
660,2017,3338,Treatment,Physical,Thinning,18985.636172318,,,,,,,,,,,4,78.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
661,2017,3338,Buffer,Physical,Thinning,18985.636172318,,,,,,,,,,,9,174.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
662,2017,3343,Treatment,Physical,"Thinning Lop & Scatter, Remove Wood to Roads",9821.413723923357,,,,,,,,,,,14,278.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
663,2017,3343,Buffer,Physical,"Thinning Lop & Scatter, Remove Wood to Roads",9821.413723923357,,,,,,,,,,,24,476.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
664,2017,3346,Treatment,Physical,"Thinning Lop & Scatter, Remove Wood to Roads",46653.02927543849,,,,,,,,,,,33,645.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
665,2017,3346,Buffer,Physical,"Thinning Lop & Scatter, Remove Wood to Roads",46653.02927543849,,,,,,,,,,,44,860.0,704.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
666,2017,3352,Treatment,Physical,"Thinning Dia Limit,Lop,Scat,No Wood Out,Slash In Gulie",7847.93651784543,,,,,,,,,,,6,118.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
667,2017,3352,Buffer,Physical,"Thinning Dia Limit,Lop,Scat,No Wood Out,Slash In Gulie",7847.93651784543,,,,,,,,,,,15,290.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
668,2017,3356,Treatment,Physical,"Thinning Dia Limit,Lop,Scat,No Wood Out,Slash Gullie",472259.83761541935,,,,,,,,,,,15,300.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
669,2017,3356,Buffer,Physical,"Thinning Dia Limit,Lop,Scat,No Wood Out,Slash Gullie",472259.83761541935,,,,,,,,,,,21,420.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
673,2018,3505,Treatment,Physical,Rearrangement of Fuels,124494.92756293472,,0.6384886,,223.7444916,,0.5975739,,,,,2,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
674,2018,3505,Buffer,Physical,Rearrangement of Fuels,124494.92756293472,,0.6396648,,224.8950272,,0.5682807,,,,,8,160.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
675,2017,3506,Treatment,Fire,Burning of Piled Material,394727.9951738807,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
676,2017,3506,Buffer,Fire,Burning of Piled Material,394727.9951738807,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
677,2017,3514,Treatment,Physical,Rearrangement of Fuels,441708.049994994,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
678,2017,3514,Buffer,Physical,Rearrangement of Fuels,441708.049994994,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
679,2017,3518,Treatment,Physical,Invasives - Mechanical /Physical,1015.5668038356766,,,,,,,,,,,3,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0
680,2017,3518,Buffer,Physical,Invasives - Mechanical /Physical,1015.5668038356766,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
681,2017,3523,Treatment,Fire,Burning of Piled Material,182064.7846375834,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
682,2017,3523,Buffer,Fire,Burning of Piled Material,182064.7846375834,,,,,,,,,,,9,180.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
683,2017,3548,Treatment,Physical,Invasives - Mechanical /Physical,296.1891168387954,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
684,2017,3548,Buffer,Physical,Invasives - Mechanical /Physical,296.1891168387954,,,,,,,,,,,6,120.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
685,2017,3557,Treatment,Chemical,Invasives - Pesticide Application,21118.495359633667,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
686,2017,3557,Buffer,Chemical,Invasives - Pesticide Application,21118.495359633667,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
687,2017,3563,Treatment,Physical,Invasives - Mechanical /Physical,31329.94570910824,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
688,2017,3563,Buffer,Physical,Invasives - Mechanical /Physical,31329.94570910824,,,,,,,,,,,12,240.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
689,2017,3577,Treatment,Physical,Re-vegetation treatments - vegetation removal,831139.6199547539,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
690,2017,3577,Buffer,Physical,Re-vegetation treatments - vegetation removal,831139.6199547539,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
691,2017,3579,Treatment,Chemical,Invasives - Pesticide Application,40791.07000894594,,,,,,,,,,,2,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
692,2017,3579,Buffer,Chemical,Invasives - Pesticide Application,40791.07000894594,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
693,2017,3587,Treatment,Chemical,Invasives - Pesticide Application,166108.5572738314,,,,,,,,,,,3,60.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
694,2017,3587,Buffer,Chemical,Invasives - Pesticide Application,166108.5572738314,,,,,,,,,,,10,200.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
695,2017,3592,Treatment,Physical,Re-vegetation treatments - vegetation removal,81047.42720325278,,,,,,,,,,,1,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
696,2017,3592,Buffer,Physical,Re-vegetation treatments - vegetation removal,81047.42720325278,,,,,,,,,,,7,140.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
697,2017,3603,Treatment,Chemical,Invasives - Pesticide Application,39716.3174645893,,,,,,,,,,,4,80.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
698,2017,3603,Buffer,Chemical,Invasives - Pesticide Application,39716.3174645893,,,,,,,,,,,8,160.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
699,2017,3611,Treatment,Physical,Special Products Removal,85456.6212390876,,,,,,,,,,,5,100.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0
