year,oid,is_buffer,treatment_type,treatment_description,area,mean_esi_pre,mean_esi_post,mean_et_pre,mean_et_post,mean_wue_pre,mean_wue_post,mean_lst_eco_pre,mean_lst_eco_post,mean_lst_modis_pre,mean_lst_modis_post,total_pixels_modis,non-fire_pre,non-fire_post,fire_low_pre,fire_low_post,fire_nominal_pre,fire_nominal_post,fire_high_pre,fire_high_post,total_days_modis_pre,total_days_modis_post,percent_non-fire_pre,percent_non-fire_post,percent_fire_low_pre,percent_fire_low_post,percent_fire_nominal_pre,percent_fire_nominal_post,percent_fire_high_pre,percent_fire_high_post
2021,0128,0,Physical,Precommercial Thin,0.915,0.46389881666666666,0.5983361599999999,110.94485790833335,152.72941741000002,1.1878581249999998,1.387,,,1.3244826048543696,1.2951704123595513,4,76,64,0,0,0,0,4,0,20,16,0.95,1.00,0.00,0.00,0.00,0.00,0.05,0.00
2021,0130,0,Physical,Yarding - Removal of Fuels by Carrying or Dragging,0.126,0.44678098125000004,0.567,147.92922877499998,351.267,0.591,0.639,,,1.2512037037037045,1.229786337209302,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0135,0,Physical,Pre-Commercial Thinning,0.515,0.4396550388888889,0.5338962800000001,117.7602173235294,138.1063647888889,0.9049469388888889,1.0612292200000002,,,1.262927879090909,1.3249626855555552,5,100,80,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0137,0,Physical,"Forest Health Thinning, Hazardous Fuel Reduction Around Community at Risk, Mastication",0.046,0.4783772083333333,0.6235709555555555,126.70430114545452,199.4147966222222,1.38,0.9892894777777779,,,1.2644479166666667,1.275304945054945,2,40,32,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0140,0,Physical,"Chipping, Forest Health Thinning, Hazardous Fuel Reduction Around Community at Risk",0.007,0.34297772857142855,0.5131792222222222,96.14818572307694,305.5437053888889,1.0915138071428572,0.7987050555555556,,,1.305377551020408,1.2517717391304346,1,20,16,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0154,0,Physical,"Lop and Scatter, Mastication",0.099,0.4318502954545455,0.5780915545454545,140.78805349545456,156.00511932727272,0.5759895636363637,0.8654127363636364,,,1.1985880681818184,1.3331277173913045,2,40,32,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0203,0,Physical,"Forest Health Thinning, Fuel Break, Mastication",0.249,0.44684552941176464,0.5869611888888888,112.13871921764705,151.4688958111111,1.504687694117647,1.3828141222222223,,,1.3219316066037738,1.252343136470588,3,60,48,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0205,0,Physical,"Hazardous Fuel Reduction Around Community at Risk, Mastication, Stump and Spray",0.018,0.4018355705882353,0.507,114.03309743529412,146.95966894545452,0.49650495882352935,1.1049646909090909,,,1.2423315789473683,1.2739610389610392,1,20,16,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0209,0,Physical,"Mastication, Stump and Spray",0.011,0.37402762857142857,0.41610270000000005,100.65736308571427,120.09296378000002,0.5905862285714285,0.673,,,1.2132010869565222,1.2763432835820896,2,40,32,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0213,0,Physical,Hand Thinning,0.15,0.3156055071428572,0.4841266888888889,84.12997375714285,142.11682212222223,1.2826290071428568,0.7616776222222222,,,1.1924706342857143,1.250797284269663,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0214,0,Physical,Mastication,1.877,0.29806490714285705,0.455,75.79537288571429,129.00640784444442,1.2232989285714286,0.773,,,1.1845164541284405,1.2180986623655916,8,160,128,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0215,0,Chemical,Aerial herbicide treatment,15.486,0.36982584615384617,0.575,195.9340584076923,185.23820114285718,0.5604278615384615,0.5568440285714286,,,1.2386639423076922,1.252469623958333,46,920,736,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0218,0,Physical,"Pollinator habitat improved, restored or maintained",0.089,0.4743140571428572,0.5624054222222222,115.37702588461539,284.474,1.4454508071428571,1.3300872000000001,,,1.255414663461538,1.2334569124999997,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0219,0,Physical,Thinning for Hazardous Fuels Reduction,0.111,0.5075965222222222,0.5075965222222222,297.295,297.295,0.9006364333333333,0.9006364333333333,,,1.3301196070588237,1.3301196070588237,3,48,48,0,0,0,0,0,0,16,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0225,0,Fire,Broadcast Burning - Covers a majority of the unit,7.045,0.406,0.558,129.83115272999999,286.85063998333334,0.7787838899999999,0.6866004666666666,,,1.1852611821428567,1.2056310571428572,18,357,288,0,0,2,0,1,0,20,16,0.99,1.00,0.00,0.00,0.01,0.00,0.00,0.00
2021,0231,0,Physical,Planned Treatment Burned in Wildfire,51.804,0.4343164714285714,0.5263348428571428,130.06334432857142,288.5493202214285,0.5241001523809524,0.6333532285714284,,,1.215,1.272472510204082,87,1678,1392,2,0,24,0,30,0,20,16,0.96,1.00,0.00,0.00,0.01,0.00,0.02,0.00
2021,0233,0,Physical,"Piling of Fuels, Hand or Machine",0.365,0.314,0.5437972454545454,79.25860789999999,160.96503517272728,1.3917393466666668,0.884,,,1.2696312300970876,1.1877846354166666,5,100,80,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0238,0,Physical,Plant Trees,0.778,0.3530825071428571,0.528,104.16968522307691,143.9954282888889,0.9105431214285715,1.234,,,1.2272106108910892,1.2672406445652171,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0243,0,Physical,Rearrangement of Fuels,0.195,0.4467502666666667,0.5920624166666668,111.88614190714284,202.01579157500007,1.462,1.1320337333333332,,,1.2440619611111108,1.2934774620000002,21,420,336,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0245,0,Fire,Burning of Piled Material,0.025,0.4470445055555555,0.5640307333333333,129.41058986111113,302.1901838555556,1.1157806888888893,1.3572902222222223,,,1.2851650943396227,1.2408906250000005,2,40,32,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0246,0,Physical,"Forest Health Thinning, Forest Stand Improvement, Hazardous Fuel Reduction Around Community at Risk, Maintenance, Mastication",0.068,0.43292331666666667,0.589,140.18907780555557,155.34594599166667,0.808,0.883,,,1.2619554455445545,1.2949943820224714,1,20,16,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0257,0,Fire,Prescribed Fire,21.619,0.32050710666666665,0.5450915999999999,71.22247042142855,162.87004323076923,0.512,0.6561101076923077,,,1.1953668595744686,1.1853404322222225,49,976,784,0,0,2,0,2,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0262,0,Biological,Cows,38.738,0.3239578266666666,0.5481245384615383,74.18635477857143,164.24072736153843,0.5452118533333333,0.6461899923076924,,,1.1902671175257735,1.226329423809524,65,1300,1040,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0265,0,Physical,NFL thinning,0.729,0.475,0.6026806090909091,120.35801839999999,219.07947817272725,1.4377632923076922,1.0133390818181818,,,1.2480439865979385,1.2745477602150534,5,100,80,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0266,0,Other,Ciudad SWCD Open Space,0.134,0.43611222222222223,0.5604215615384617,141.89060677777778,143.92027576923076,0.8549389888888889,1.0072675692307693,,,1.2640548063063066,1.2629441478723404,3,60,48,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0267,0,Other,Nakamura Unit 1,0.437,0.45715910714285724,0.516,143.0593716785714,118.69145756363638,0.5333676428571428,0.7068900363636362,,,1.2929633838383845,1.3165741279069765,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0282,0,Fire,BANEY RX - Unit 6 and 7,1.984,0.4227124176470589,0.579,121.7771599647059,160.6063029111111,0.7070607588235294,0.863,,,1.2700157074074083,1.2863964833333332,10,200,160,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0288,0,Fire,CORN CANYON RX FY21,7.306,0.29423682916666666,0.477,87.66880162916668,125.74932791818182,0.5428051833333334,0.7180804416666665,,,1.201,1.2424684499999998,20,393,320,0,0,4,0,3,0,20,16,0.98,1.00,0.00,0.00,0.01,0.00,0.01,0.00
2021,0290,0,Fire,"THUNDERBIRD  21 - Romero, OX 1, Green Acre, and Aurouch",2.384,0.3955640578947368,0.5830906750000001,126.12320608421054,163.375,1.0184662947368421,1.0379784250000001,,,1.1631446280701752,1.1661296840425535,14,275,220,0,0,3,2,2,2,20,16,0.98,0.98,0.00,0.00,0.01,0.01,0.01,0.01
2021,0291,0,Physical,"SAN JUAN EAST UT, SKID, AND DECK TREATMENT 2021",0.694,0.41369856153846146,0.5780275833333334,133.0907267076923,149.3005911583333,0.8957672923076923,0.9825100166666666,,,1.2274151383177567,1.2450227469387753,10,200,160,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0292,0,Physical,ROSILLA/BEAVER BOUNDARY YCC 2021,1.14,0.5269643166666667,0.5910814545454546,179.7302185666667,146.42028394545454,0.5579521833333333,1.2228714181818183,,,1.1231215815533981,1.2106052706521737,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0294,0,Fire,DIEGO UNIT BROADCAST RX,1.01,0.33669331666666663,0.5906147454545454,77.40243466666668,134.82901417272726,2.417,1.5576241636363635,,,1.2092507814432991,1.3023327358695653,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0295,0,Fire,BURNT DECK BROADCAST RX,0.413,0.46057196666666667,0.5915500249999999,135.7433208777778,144.176,1.0204523111111112,1.172,,,1.039880034065934,1.2916829528735634,3,60,48,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0296,0,Physical,SEVEN SPRINGS THINNING UNIT 1,0.13,0.356,0.5626817444444444,91.54,148.13616857777777,1.65,1.3264309222222224,,,1.1037099841584155,1.280512362637363,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0300,0,Physical,ROSILLA/BEAVER BOUNDARY PERMITTEE 2021-NORTH PASTURE,1.989,0.53,0.5946746272727271,205.054,155.02550992727274,0.529,1.0631531545454544,,,1.1279658224299067,1.1980885372340422,12,239,192,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0304,0,Physical,VALLE GRANDE DRINKER 30 - 2021 LOS DIEGOS PASTURE,2.479,0.42247340000000005,0.52,165.15716655333333,147.25828552000002,0.8217376266666666,0.8632723099999999,,,1.2488214249999996,1.3318301309278358,11,220,176,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0305,0,Physical,REBUILT VALLES CALDERA FENCE - VALLE COYOTE PASTURE 2021,2.421,0.3622899818181819,0.587,167.74435149090908,136.81089552999998,1.4991858545454546,1.187,,,1.1374661893203886,1.2197125142857137,9,180,144,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0306,0,Physical,PACHECO HAND THIN UNIT 4,0.442,0.604,0.604,155.09189682000002,155.09189682000002,1.4986347700000002,1.4986347700000002,,,1.2872003741573037,1.2872003741573037,4,64,64,0,0,0,0,0,0,16,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0308,0,Fire,AZTEC SPRINGS SOUTH RX,1.231,0.46421779333333324,0.5913171166666666,138.508,153.54393386666666,0.8718518066666667,1.0760865249999998,,,1.2904349447619046,1.308,7,140,109,0,0,0,3,0,0,20,16,1.00,0.97,0.00,0.00,0.00,0.03,0.00,0.00
2021,0310,0,Physical,PACHECO HAND PILE UNIT 4,0.442,0.4599367272727272,0.604,116.4840053181818,155.09189682000002,1.2200272545454545,1.4986347700000002,,,1.309999183333333,1.2872003741573037,4,76,64,0,0,0,0,4,0,20,16,0.95,1.00,0.00,0.00,0.00,0.00,0.05,0.00
2021,0311,0,Fire,STABLE CANYON RX,6.45,0.353,0.5951248545454546,111.422,141.03970335454545,1.6530902866666666,1.0767320181818183,,,1.1476247100917436,1.328426417894737,22,440,346,0,0,0,6,0,0,20,16,1.00,0.98,0.00,0.00,0.00,0.02,0.00,0.00
2021,0312,0,Fire,DURFEE UNIT 2A RX FY21,0.699,0.3497555222222222,0.5240568272727273,123.36263095555553,153.819,0.6561759722222223,0.6903170636363636,,,1.2194233495049507,1.2709530061855667,6,120,96,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0313,0,Physical,VALLE GRANDE AGUA DRINKER 2021-LOS DIEGOS PASTURE,2.589,0.42385108124999993,0.5552508090909091,160.29357694375003,160.5221072090909,0.767,0.8153206636363638,,,1.3017365556603773,1.3227167252631584,10,200,160,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0314,0,Fire,Taos Ski Valley Piles Rx FY22,0.551,0.44731944285714287,0.4899243999999999,141.62369429999998,126.07191465999999,0.6812916714285714,0.952,,,1.0544896515789473,1.1518058940476186,8,159,126,0,0,0,1,0,0,20,16,0.99,0.98,0.00,0.00,0.00,0.01,0.00,0.00
2021,0319,0,Fire,TWO PINES RX FALL FY22,10.147,0.438,0.5682542400000001,179.65830942666662,159.168,0.7946299599999999,0.8183432399999999,,,1.248474924324324,1.257,24,480,380,0,0,0,4,0,0,20,16,1.00,0.99,0.00,0.00,0.00,0.01,0.00,0.00
2021,0322,0,Physical,PUEBLO RIDGE IRTC TSI CONTRACT FY 2021,0.438,0.44173933000000004,0.587,136.141,140.31,0.7685458799999999,1.5226707624999998,,,1.125,1.2075321289156624,3,60,48,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0323,0,Fire,DURFEE UNIT 10 RX FY21,4.348,0.37920061176470593,0.5292111454545455,134.39521699411765,151.581,0.5427484176470588,0.6671412909090908,,,1.220836732380952,1.2734150750000004,13,260,208,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0325,0,Fire,COPPERTAN RX 21,6.867,0.38041950588235296,0.5359067363636364,130.16654518823526,131.015,0.728,0.965,,,1.186,1.186613504494382,18,338,288,0,0,0,0,11,0,20,16,0.94,1.00,0.00,0.00,0.00,0.00,0.03,0.00
2021,0326,0,Physical,SAN JOSE GRUBBED/CUT TREATMENT 2021,0.306,0.4761932666666667,0.6342325916666668,160.10365932000002,160.02564049166665,0.6409359066666666,0.9592590833333333,,,1.2227694444444441,1.2716860465116278,2,40,32,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0327,0,Physical,CAPULIN GRUBBED/CUT TREATMENT 2021 27 ACRE UNIT,0.109,0.496,0.6395301916666666,183.504,165.01950454166666,0.9381746437499999,1.409084166666667,,,1.163615452083333,1.3022858419354841,3,60,48,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0331,0,Physical,CHACON CFRP20 U1,0.602,0.43203502999999993,0.5176833111111111,147.58387949000002,117.6433414888889,0.808,1.1847515666666668,,,1.114,1.2307758049999997,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0334,0,Physical,FY21 Martinez Canyon Rx,7.865,0.43386205555555557,0.5783990888888889,128.33135827777778,121.67777294444444,0.29946993888888884,0.5593653888888889,,,1.1488372324074072,1.2562919577777771,17,293,261,0,0,0,0,0,0,20,16,0.86,0.96,0.00,0.00,0.00,0.00,0.00,0.00
2021,0346,0,Fire,Burn Landing Piles,0.188,0.4708034461538461,0.6365771499999999,138.1949486230769,147.464,0.3849716615384615,0.611,,,1.025260752688172,1.3506962025316458,2,39,32,0,0,0,0,0,0,20,16,0.98,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0350,0,Fire,FY21 La Jara Piles Rx,0.102,0.4340322111111112,0.596,155.65670310000002,153.99041916666667,0.5814290333333333,0.8628570777777779,,,1.1456041670000001,1.2983632352941175,4,80,63,0,0,0,0,0,0,20,16,1.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00
2021,0353,0,Physical,EZ SAN CRISTOBAL NMFIA FY 2021,0.815,0.4199678294117648,0.544,115.80123754705882,120.12993774000002,0.48014990588235296,0.652,,,1.1967481481132074,1.279897954736842,9,178,143,0,0,0,0,0,0,20,16,0.99,0.99,0.00,0.00,0.00,0.00,0.00,0.00
2021,0362,0,Physical,Free Thinning Matrix,0.148,0.471,0.637,138.29486598461537,147.48932932499997,0.3848025846153846,0.611,,,1.025260752688172,1.3506962025316458,2,39,32,0,0,0,0,0,0,20,16,0.98,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0363,0,Physical,Group Selection Cut,0.041,0.4755787307692308,0.6402234750000001,139.751,148.67277001250002,0.3783862307692308,0.6063490624999999,,,1.025260752688172,1.3506962025316458,2,39,32,0,0,0,0,0,0,20,16,0.98,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0364,0,Fire,FY21 KSC Piles Rx,0.021,0.46353040000000006,0.574,121.53338226153845,124.643,0.9937981538461541,1.0944235875000001,,,1.2309948453608246,1.3022380952380952,1,20,16,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0366,0,Physical,Chacon CFRP20 Unit 1,0.602,0.43203502999999993,0.5176833111111111,147.58387949000002,117.6433414888889,0.808,1.1847515666666668,,,1.114,1.2307758049999997,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0377,0,Physical,FY21 Taos Ski Valley Thinning,0.551,0.44731944285714287,0.4899243999999999,141.62369429999998,126.07191465999999,0.6812916714285714,0.952,,,1.0544896515789473,1.1518058940476186,8,159,126,0,0,0,1,0,0,20,16,0.99,0.98,0.00,0.00,0.00,0.01,0.00,0.00
2021,0379,0,Physical,FY21 Canjilon WUI Mesita Rx,3.658,0.372,0.5330604454545455,128.485,114.49590198181818,0.715,0.8469150454545455,,,1.1388903631067961,1.200913711904762,14,268,217,0,0,0,0,0,0,20,16,0.96,0.97,0.00,0.00,0.00,0.00,0.00,0.00
2021,0382,0,Physical,FY21 NMDGF ERC Thinning,4.669,0.43177012307692314,0.5300420000000001,118.14233750000001,124.44,0.6843622307692308,0.985,,,1.1020232880341887,1.2192001614583334,41,817,647,0,0,0,0,0,0,20,16,1.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
2021,0383,0,Physical,FY21 Canjilon WUI WIP NMSF Phase III Thinning,1.953,0.36818302499999994,0.4873084888888888,113.867,105.32072575555556,0.783,0.6476451888888888,,,1.0962056859999996,1.2739020806818186,12,237,185,0,0,0,0,0,0,20,16,0.99,0.96,0.00,0.00,0.00,0.00,0.00,0.00
2021,0387,0,Physical,EZ Cerro Negro Lenero CFRP FY2021,0.077,0.4380484176470589,0.5710554000000001,122.05039909999999,130.2807634111111,0.548,0.564,,,1.2069913366336633,1.3112000923076925,4,80,62,0,0,0,0,0,0,20,16,1.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00
2021,0388,0,Physical,FY21 Ring Rx,20.107,0.464,0.581,137.467,139.867,0.4217613368421053,0.682,,,1.0937582063063065,1.2488872309278352,43,853,677,0,0,0,11,7,0,20,16,0.99,0.98,0.00,0.00,0.00,0.02,0.01,0.00
2021,0389,0,Fire,Poso Wildfire FY21,8.026,0.4495027800000001,0.543,145.67976507999998,117.36326790000001,0.8004134933333333,1.238,,,1.087,1.2098137044943829,24,478,383,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0390,0,Physical,FY20 Andy Chacon CFRP R1 Norte,0.373,0.4564097916666667,0.5651761444444445,122.03776041666667,120.733,0.6023488916666666,0.9588695222222222,,,1.1030664188118815,1.3067083337209302,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0393,0,Physical,,0.052,0.48,0.5978599636363636,158.421,324.6385595181818,0.752,0.7627956363636362,,,1.2415607476635517,1.2536598837209298,2,40,32,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0410,0,Physical,CWPP treatments,0.024,0.45840554166666664,0.6318735555555555,157.93120097500002,154.1105312777778,0.6690742666666667,1.3059881222222223,,,1.3000978260869567,1.2336741573033707,1,20,16,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0413,0,Physical,Thinning/Fuelwood,0.22,0.364,0.519,109.29125624500003,135.30027464666665,0.907,0.7208402749999999,,,1.2556584720338977,1.2282703666666668,11,220,176,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0419,0,Physical,Fuel Break,0.275,0.4101823631578947,0.5561857090909093,114.65748638333336,330.23261745454545,1.1073482684210527,1.0155250636363637,,,1.2675251789915973,1.2425769480769224,18,360,288,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0427,0,Fire,Broadcast Burn,0.026,0.26641343846153853,0.5149713166666666,86.11979673846153,149.8924186090909,0.753,0.9492157833333333,,,1.2102666666666668,1.247094117647059,2,40,32,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0434,0,Mechanical,Thinning,0.492,0.42757567500000004,0.6049648249999999,164.22437191250003,159.392,0.888,1.13,,,1.188954373737374,1.2179454219780215,6,120,95,0,0,0,0,0,0,20,16,1.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
2021,0438,0,Mechanical,Lop and Scatter,0.844,0.42588580588235286,0.5340916692307692,163.43587674117651,127.10800900833333,0.5125245823529412,0.714,,,1.2592407407407404,1.3249922413793105,5,99,80,0,0,0,0,1,0,20,16,0.99,1.00,0.00,0.00,0.00,0.00,0.01,0.00
2021,0439,0,Mechanical,Biomass Removal,0.041,0.2809535764705882,0.3677659214285714,76.82222517058823,88.37424877142857,0.6755466916666667,0.42130363750000005,,,1.3489205607476635,1.2942764705882353,1,20,16,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0467,0,Mechanical,Hand Pile,0.222,0.3035153764705882,0.405,88.38673815294118,94.974,1.1751490352941174,0.5529693384615384,,,1.2071521226415092,1.2643366835051544,5,100,80,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0472,0,Mechanical,Mowing,0.21,0.28924765999999996,0.4733390333333334,99.46348620500001,116.62847518333332,0.428,0.63,,,1.2251540791666664,1.2583927308510636,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0514,0,Other,Chemical,0.127,0.3736392076923077,0.49019417142857147,116.07042414615384,134.712,0.4846188923076923,0.616,,,1.318009433962264,1.3028567415730339,2,36,30,0,0,0,0,0,0,20,16,0.90,0.94,0.00,0.00,0.00,0.00,0.00,0.00
2021,0519,0,Mechanical,Chipping,0.009,0.34077828666666676,0.42888974999999996,95.78276665333333,108.54087319166668,0.9136492399999999,0.8984593833333334,,,1.2572546296296299,1.2634772727272727,1,20,16,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0528,0,Fire,Hand Pile Burn,0.044,0.2875692294117647,0.39420103846153837,80.49254009999999,91.25355618461539,1.8010662470588235,0.5897090846153847,,,1.2477908163265305,1.331288888888889,1,18,16,0,0,1,0,1,0,20,16,0.90,1.00,0.00,0.00,0.05,0.00,0.05,0.00
2021,0553,0,Fire,Jackpot Burn,0.03,0.46326602666666666,0.584,160.44442787333335,123.618,0.33076880000000003,0.535,,,1.1243278301886797,1.2401339285714288,2,38,32,0,0,0,0,0,0,20,16,0.95,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0002,1,Physical,Forest Stand Improvement,1.495,0.3554744733333334,0.4054801076923077,126.42189763333336,111.04758687692309,0.561,0.6643860076923077,,,1.2504553099999998,1.336716115384615,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0003,1,Physical,"Chipping, Forest Health Thinning, Forest Stand Improvement, Tree Felling and Removal",1.488,0.46954328235294124,0.6302010222222223,150.7111663882353,156.84831915555554,0.6177552764705883,0.9891897444444445,,,1.1994955088235295,1.244753988043478,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0007,1,Physical,"Forest Health Thinning, Forest Stand Improvement, Mastication",1.217,0.3513723833333333,0.5871032571428572,131.48728816666667,146.054,0.45043516666666666,1.0109970857142858,,,1.0821063000000004,1.2325288634146343,6,119,90,0,0,0,0,0,0,20,16,0.99,0.94,0.00,0.00,0.00,0.00,0.00,0.00
2021,0012,1,Physical,"Forest Health Thinning, Fuel Break, Hazardous Fuel Reduction Around Community at Risk, Mastication",1.531,0.47010128461538453,0.6021632909090909,118.96529110833335,220.0860942363637,1.4225126923076925,0.9968685272727273,,,1.2358633948979592,1.2684090881720427,7,140,112,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0023,1,Physical,Forest Health Thinning,1.191,0.4018065416666667,0.5794958333333332,147.29189873333334,152.48090258181819,0.6075263000000001,0.8550902272727273,,,1.148440032352941,1.2700543067415728,5,98,80,0,0,0,0,0,0,20,16,0.98,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0025,1,Physical,"Forest Health Thinning, Hazardous Fuel Reduction Around Community at Risk, Mastication, Tree Felling and Removal",0.88,0.46894112857142856,0.6754863333333332,132.19651964615383,226.692,1.2975581500000002,0.8349502416666666,,,1.2982215538461537,1.3257527788888888,4,80,64,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,0027,1,Physical,"Forest Health Thinning, Lop and Scatter, Hazardous Fuel Reduction Around Community at Risk",1.904,0.40750720769230775,0.5900741666666667,129.21600636153846,139.43280855833333,1.2109812076923077,1.1453513416666665,,,1.117636524299066,1.2351175770114942,9,180,144,0,0,0,0,0,0,20,16,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
